,demand_forecast
2023-02-02 04:00:00,9012.85
2023-02-02 05:00:00,9867.613
2023-02-02 06:00:00,10637.844
2023-02-02 07:00:00,11644.2
2023-02-02 08:00:00,12117.434
2023-02-02 09:00:00,12159.257
2023-02-02 10:00:00,12278.195
2023-02-02 11:00:00,12300.739
2023-02-02 12:00:00,12258.481
2023-02-02 13:00:00,12099.808
2023-02-02 14:00:00,11895.834
2023-02-02 15:00:00,11704.677
2023-02-02 16:00:00,11707.952
2023-02-02 17:00:00,12000.357
2023-02-02 18:00:00,12218.762
2023-02-02 19:00:00,12089.745
2023-02-02 20:00:00,11401.773
2023-02-02 21:00:00,10475.934
2023-02-02 22:00:00,10006.131
2023-02-02 23:00:00,9570.303
2023-02-03 00:00:00,9009.051
2023-02-03 01:00:00,8682.284
2023-02-03 02:00:00,8589.6875
2023-02-03 03:00:00,8676.799
2023-02-03 04:00:00,9003.89
2023-02-03 05:00:00,9737.032
2023-02-03 06:00:00,10606.363
2023-02-03 07:00:00,11565.747
2023-02-03 08:00:00,11900.344
2023-02-03 09:00:00,11901.714
2023-02-03 10:00:00,12045.588
2023-02-03 11:00:00,12098.919
2023-02-03 12:00:00,11977.37
2023-02-03 13:00:00,11765.5205
2023-02-03 14:00:00,11524.064
2023-02-03 15:00:00,11416.562
2023-02-03 16:00:00,11419.405
2023-02-03 17:00:00,11627.915
2023-02-03 18:00:00,11879.637
2023-02-03 19:00:00,11734.937
2023-02-03 20:00:00,10968.653
2023-02-03 21:00:00,10115.631
2023-02-03 22:00:00,9664.285
2023-02-03 23:00:00,9286.439
2023-02-04 00:00:00,8648.484
2023-02-04 01:00:00,8426.571
2023-02-04 02:00:00,8322.814
2023-02-04 03:00:00,8400.639
2023-02-04 04:00:00,8446.37
2023-02-04 05:00:00,8701.385
2023-02-04 06:00:00,8847.547
2023-02-04 07:00:00,9302.888
2023-02-04 08:00:00,9998.459
2023-02-04 09:00:00,10447.119
2023-02-04 10:00:00,10680.613
2023-02-04 11:00:00,10835.219
2023-02-04 12:00:00,10562.407
2023-02-04 13:00:00,10237.465
2023-02-04 14:00:00,9921.47
2023-02-04 15:00:00,9872.77
2023-02-04 16:00:00,9871.408
2023-02-04 17:00:00,10426.647
2023-02-04 18:00:00,10830.63
2023-02-04 19:00:00,10646.583
2023-02-04 20:00:00,10059.214
2023-02-04 21:00:00,9519.872
2023-02-04 22:00:00,9217.387
2023-02-04 23:00:00,8860.946
2023-02-05 00:00:00,8277.508
2023-02-05 01:00:00,8185.412
2023-02-05 02:00:00,8051.407
2023-02-05 03:00:00,8201.295
2023-02-05 04:00:00,8097.1626
2023-02-05 05:00:00,8177.84
2023-02-05 06:00:00,8368.891
2023-02-05 07:00:00,8572.465
2023-02-05 08:00:00,9133.274
2023-02-05 09:00:00,9819.205
2023-02-05 10:00:00,10104.068
2023-02-05 11:00:00,10090.78
2023-02-05 12:00:00,9974.336
2023-02-05 13:00:00,9651.64
2023-02-05 14:00:00,9517.834
2023-02-05 15:00:00,9498.62
2023-02-05 16:00:00,9451.387
2023-02-05 17:00:00,9953.711
2023-02-05 18:00:00,10348.104
2023-02-05 19:00:00,10305.655
2023-02-05 20:00:00,9791.593
2023-02-05 21:00:00,9566.151
2023-02-05 22:00:00,9221.571
2023-02-05 23:00:00,8889.328
2023-02-06 00:00:00,8488.627
2023-02-06 01:00:00,8579.295
2023-02-06 02:00:00,8613.9
2023-02-06 03:00:00,8711.052
2023-02-06 04:00:00,8958.427
2023-02-06 05:00:00,9702.834
2023-02-06 06:00:00,10667.541
2023-02-06 07:00:00,11740.829
2023-02-06 08:00:00,12092.418
2023-02-06 09:00:00,12358.189
2023-02-06 10:00:00,12611.36
2023-02-06 11:00:00,12647.245
2023-02-06 12:00:00,12701.091
2023-02-06 13:00:00,12668.947
2023-02-06 14:00:00,12461.106
2023-02-06 15:00:00,12244.936
2023-02-06 16:00:00,12189.686
2023-02-06 17:00:00,12544.71
2023-02-06 18:00:00,12835.755
2023-02-06 19:00:00,12778.863
2023-02-06 20:00:00,11900.306
2023-02-06 21:00:00,11241.734
2023-02-06 22:00:00,10585.968
2023-02-06 23:00:00,10200.451
2023-02-07 00:00:00,9442.888
2023-02-07 01:00:00,9513.495
2023-02-07 02:00:00,9225.1045
2023-02-07 03:00:00,9282.534
2023-02-07 04:00:00,9633.329
2023-02-07 05:00:00,10275.889
2023-02-07 06:00:00,11173.542
2023-02-07 07:00:00,11941.818
2023-02-07 08:00:00,12351.697
2023-02-07 09:00:00,12666.745
2023-02-07 10:00:00,12942.645
2023-02-07 11:00:00,13139.884
2023-02-07 12:00:00,13132.25
2023-02-07 13:00:00,13041.234
2023-02-07 14:00:00,12690.016
2023-02-07 15:00:00,12241.509
2023-02-07 16:00:00,12206.438
2023-02-07 17:00:00,12673.539
2023-02-07 18:00:00,12861.317
2023-02-07 19:00:00,12786.96
2023-02-07 20:00:00,11958.835
2023-02-07 21:00:00,11416.129
2023-02-07 22:00:00,10760.359
2023-02-07 23:00:00,10360.0205
2023-02-08 00:00:00,9430.561
2023-02-08 01:00:00,9051.742
2023-02-08 02:00:00,8831.878
2023-02-08 03:00:00,8810.026
2023-02-08 04:00:00,9151.295
2023-02-08 05:00:00,9826.147
2023-02-08 06:00:00,10654.619
2023-02-08 07:00:00,11478.031
2023-02-08 08:00:00,12041.036
2023-02-08 09:00:00,12197.568
2023-02-08 10:00:00,12324.628
2023-02-08 11:00:00,12375.497
2023-02-08 12:00:00,12354.221
2023-02-08 13:00:00,12180.628
2023-02-08 14:00:00,11992.198
2023-02-08 15:00:00,11766.887
2023-02-08 16:00:00,11764.6
2023-02-08 17:00:00,12017.227
2023-02-08 18:00:00,12224.822
2023-02-08 19:00:00,12139.535
2023-02-08 20:00:00,11390.646
2023-02-08 21:00:00,10688.856
2023-02-08 22:00:00,10206.312
2023-02-08 23:00:00,9724.519
2023-02-09 00:00:00,9117.773
2023-02-09 01:00:00,8841.216
2023-02-09 02:00:00,8692.881
2023-02-09 03:00:00,8706.017
2023-02-09 04:00:00,9035.216
2023-02-09 05:00:00,9914.821
2023-02-09 06:00:00,10714.089
2023-02-09 07:00:00,11646.396
2023-02-09 08:00:00,12049.628
2023-02-09 09:00:00,12137.567
2023-02-09 10:00:00,12201.887
2023-02-09 11:00:00,12251.6455
2023-02-09 12:00:00,12213.32
2023-02-09 13:00:00,12048.977
2023-02-09 14:00:00,11827.389
2023-02-09 15:00:00,11680.318
2023-02-09 16:00:00,11674.925
2023-02-09 17:00:00,11831.45
2023-02-09 18:00:00,12109.909
2023-02-09 19:00:00,11948.849
2023-02-09 20:00:00,11289.243
2023-02-09 21:00:00,10413.502
2023-02-09 22:00:00,9987.435
2023-02-09 23:00:00,9534.715
2023-02-10 00:00:00,8900.886
2023-02-10 01:00:00,8630.859
2023-02-10 02:00:00,8541.641
2023-02-10 03:00:00,8556.601
2023-02-10 04:00:00,8890.024
2023-02-10 05:00:00,9789.784
2023-02-10 06:00:00,10666.758
2023-02-10 07:00:00,11478.345
2023-02-10 08:00:00,11865.314
2023-02-10 09:00:00,11886.066
2023-02-10 10:00:00,12020.377
2023-02-10 11:00:00,12050.272
2023-02-10 12:00:00,11919.421
2023-02-10 13:00:00,11720.484
2023-02-10 14:00:00,11443.392
2023-02-10 15:00:00,11319.735
2023-02-10 16:00:00,11307.691
2023-02-10 17:00:00,11438.556
2023-02-10 18:00:00,11735.83
2023-02-10 19:00:00,11553.377
2023-02-10 20:00:00,10905.37
2023-02-10 21:00:00,10052.394
2023-02-10 22:00:00,9574.159
2023-02-10 23:00:00,9245.552
2023-02-11 00:00:00,8534.97
2023-02-11 01:00:00,8273.87
2023-02-11 02:00:00,8172.81
2023-02-11 03:00:00,8248.078
2023-02-11 04:00:00,8334.778
2023-02-11 05:00:00,8585.573
2023-02-11 06:00:00,8804.28
2023-02-11 07:00:00,9328.693
2023-02-11 08:00:00,10004.955
2023-02-11 09:00:00,10347.857
2023-02-11 10:00:00,10603.883
2023-02-11 11:00:00,10624.215
2023-02-11 12:00:00,10319.696
2023-02-11 13:00:00,9933.9
2023-02-11 14:00:00,9756.198
2023-02-11 15:00:00,9756.62
2023-02-11 16:00:00,9745.487
2023-02-11 17:00:00,10260.429
2023-02-11 18:00:00,10657.476
2023-02-11 19:00:00,10519.359
2023-02-11 20:00:00,10007.649
2023-02-11 21:00:00,9424.527
2023-02-11 22:00:00,9116.095
2023-02-11 23:00:00,8782.487
2023-02-12 00:00:00,8141.7065
2023-02-12 01:00:00,7986.128
2023-02-12 02:00:00,7891.377
2023-02-12 03:00:00,8002.691
2023-02-12 04:00:00,7952.5947
2023-02-12 05:00:00,8262.235
2023-02-12 06:00:00,8368.927
2023-02-12 07:00:00,8700.377
2023-02-12 08:00:00,9231.162
2023-02-12 09:00:00,9785.732
2023-02-12 10:00:00,10013.204
2023-02-12 11:00:00,9986.891
2023-02-12 12:00:00,9859.579
2023-02-12 13:00:00,9553.221
2023-02-12 14:00:00,9441.257
2023-02-12 15:00:00,9470.402
2023-02-12 16:00:00,9441.307
2023-02-12 17:00:00,9797.106
2023-02-12 18:00:00,10275.923
2023-02-12 19:00:00,10261.685
2023-02-12 20:00:00,9801.066
2023-02-12 21:00:00,9442.725
2023-02-12 22:00:00,9116.477
2023-02-12 23:00:00,8797.486
2023-02-13 00:00:00,8489.81
2023-02-13 01:00:00,8567.461
2023-02-13 02:00:00,8634.266
2023-02-13 03:00:00,8734.597
2023-02-13 04:00:00,9061.86
2023-02-13 05:00:00,9803.967
2023-02-13 06:00:00,10749.604
2023-02-13 07:00:00,11706.887
2023-02-13 08:00:00,12086.477
2023-02-13 09:00:00,12323.345
2023-02-13 10:00:00,12586.851
2023-02-13 11:00:00,12635.619
2023-02-13 12:00:00,12703.652
2023-02-13 13:00:00,12648.497
2023-02-13 14:00:00,12355.23
2023-02-13 15:00:00,12180.123
2023-02-13 16:00:00,12134.833
2023-02-13 17:00:00,12465.662
2023-02-13 18:00:00,12813.88
2023-02-13 19:00:00,12791.3125
2023-02-13 20:00:00,11956.616
2023-02-13 21:00:00,11297.098
2023-02-13 22:00:00,10585.357
2023-02-13 23:00:00,10083.184
2023-02-14 00:00:00,9513.865
2023-02-14 01:00:00,9455.869
2023-02-14 02:00:00,9232.877
2023-02-14 03:00:00,9389.407
2023-02-14 04:00:00,9687.754
2023-02-14 05:00:00,10320.445
2023-02-14 06:00:00,11218.17
2023-02-14 07:00:00,11935.083
2023-02-14 08:00:00,12356.106
2023-02-14 09:00:00,12667.682
2023-02-14 10:00:00,12939.901
2023-02-14 11:00:00,13138.258
2023-02-14 12:00:00,13123.357
2023-02-14 13:00:00,12974.714
2023-02-14 14:00:00,12616.122
2023-02-14 15:00:00,12166.14
2023-02-14 16:00:00,12183.322
2023-02-14 17:00:00,12623.257
2023-02-14 18:00:00,12827.456
2023-02-14 19:00:00,12767.652
2023-02-14 20:00:00,11902.09
2023-02-14 21:00:00,11441.666
2023-02-14 22:00:00,10750.957
2023-02-14 23:00:00,10293.92
2023-02-15 00:00:00,9432.028
2023-02-15 01:00:00,9029.455
2023-02-15 02:00:00,8827.096
2023-02-15 03:00:00,8852.528
2023-02-15 04:00:00,9178.883
2023-02-15 05:00:00,9871.5205
2023-02-15 06:00:00,10662.468
2023-02-15 07:00:00,11476.503
2023-02-15 08:00:00,12054.317
2023-02-15 09:00:00,12195.188
2023-02-15 10:00:00,12306.159
2023-02-15 11:00:00,12361.878
2023-02-15 12:00:00,12292.68
2023-02-15 13:00:00,12148.931
2023-02-15 14:00:00,11907.406
2023-02-15 15:00:00,11710.218
2023-02-15 16:00:00,11680.745
2023-02-15 17:00:00,11954.009
2023-02-15 18:00:00,12198.658
2023-02-15 19:00:00,12118.204
2023-02-15 20:00:00,11346.254
2023-02-15 21:00:00,10690.875
2023-02-15 22:00:00,10202.742
2023-02-15 23:00:00,9753.783
2023-02-16 00:00:00,9129.216
2023-02-16 01:00:00,8820.967
2023-02-16 02:00:00,8636.54
2023-02-16 03:00:00,8673.574
2023-02-16 04:00:00,9122.723
2023-02-16 05:00:00,9908.174
2023-02-16 06:00:00,10714.176
2023-02-16 07:00:00,11635.768
2023-02-16 08:00:00,12024.33
2023-02-16 09:00:00,12136.591
2023-02-16 10:00:00,12195.997
2023-02-16 11:00:00,12162.269
2023-02-16 12:00:00,12117.998
2023-02-16 13:00:00,11916.5
2023-02-16 14:00:00,11710.971
2023-02-16 15:00:00,11608.017
2023-02-16 16:00:00,11574.613
2023-02-16 17:00:00,11734.395
2023-02-16 18:00:00,12007.236
2023-02-16 19:00:00,11854.236
2023-02-16 20:00:00,11174.535
2023-02-16 21:00:00,10385.438
2023-02-16 22:00:00,9977.114
2023-02-16 23:00:00,9524.324
2023-02-17 00:00:00,8860.7
2023-02-17 01:00:00,8597.552
2023-02-17 02:00:00,8474.668
2023-02-17 03:00:00,8540.403
2023-02-17 04:00:00,8957.117
2023-02-17 05:00:00,9799.6
2023-02-17 06:00:00,10667.643
2023-02-17 07:00:00,11485.749
2023-02-17 08:00:00,11858.105
2023-02-17 09:00:00,11868.336
2023-02-17 10:00:00,11970.277
2023-02-17 11:00:00,11996.614
2023-02-17 12:00:00,11873.69
2023-02-17 13:00:00,11635.152
2023-02-17 14:00:00,11341.758
2023-02-17 15:00:00,11237.805
2023-02-17 16:00:00,11235.95
2023-02-17 17:00:00,11351.376
2023-02-17 18:00:00,11651.333
2023-02-17 19:00:00,11498.131
2023-02-17 20:00:00,10875.983
2023-02-17 21:00:00,10055.321
2023-02-17 22:00:00,9532.051
2023-02-17 23:00:00,9220.902
2023-02-18 00:00:00,8423.989
2023-02-18 01:00:00,8192.025
2023-02-18 02:00:00,8133.567
2023-02-18 03:00:00,8131.238
2023-02-18 04:00:00,8233.609
2023-02-18 05:00:00,8452.894
2023-02-18 06:00:00,8765.42
2023-02-18 07:00:00,9336.142
2023-02-18 08:00:00,9978.865
2023-02-18 09:00:00,10238.288
2023-02-18 10:00:00,10412.622
2023-02-18 11:00:00,10420.496
2023-02-18 12:00:00,10056.771
2023-02-18 13:00:00,9893.256
2023-02-18 14:00:00,9662.162
2023-02-18 15:00:00,9636.693
2023-02-18 16:00:00,9672.749
2023-02-18 17:00:00,10108.397
2023-02-18 18:00:00,10530.527
2023-02-18 19:00:00,10412.768
2023-02-18 20:00:00,9883.639
2023-02-18 21:00:00,9282.389
2023-02-18 22:00:00,9003.013
2023-02-18 23:00:00,8723.542
2023-02-19 00:00:00,7989.441
2023-02-19 01:00:00,7764.059
2023-02-19 02:00:00,7631.544
2023-02-19 03:00:00,7721.7847
2023-02-19 04:00:00,7719.5283
2023-02-19 05:00:00,8152.7056
2023-02-19 06:00:00,8264.148
2023-02-19 07:00:00,8741.389
2023-02-19 08:00:00,9275.657
2023-02-19 09:00:00,9691.2705
2023-02-19 10:00:00,9805.777
2023-02-19 11:00:00,9801.502
2023-02-19 12:00:00,9644.116
2023-02-19 13:00:00,9488.878
2023-02-19 14:00:00,9359.624
2023-02-19 15:00:00,9358.591
2023-02-19 16:00:00,9423.36
2023-02-19 17:00:00,9721.464
2023-02-19 18:00:00,10191.571
2023-02-19 19:00:00,10172.3955
2023-02-19 20:00:00,9625.602
2023-02-19 21:00:00,9335.559
2023-02-19 22:00:00,9050.754
2023-02-19 23:00:00,8733.892
2023-02-20 00:00:00,8462.643
2023-02-20 01:00:00,8383.132
2023-02-20 02:00:00,8357.287
2023-02-20 03:00:00,8484.56
2023-02-20 04:00:00,9076.284
2023-02-20 05:00:00,9764.058
2023-02-20 06:00:00,10683.272
2023-02-20 07:00:00,11642.935
2023-02-20 08:00:00,12079.886
2023-02-20 09:00:00,12278.702
2023-02-20 10:00:00,12583.528
2023-02-20 11:00:00,12602.337
2023-02-20 12:00:00,12645.671
2023-02-20 13:00:00,12569.458
2023-02-20 14:00:00,12321.365
2023-02-20 15:00:00,12141.223
2023-02-20 16:00:00,12212.836
2023-02-20 17:00:00,12524.838
2023-02-20 18:00:00,12812.709
2023-02-20 19:00:00,12803.135
2023-02-20 20:00:00,11916.988
2023-02-20 21:00:00,11313.492
2023-02-20 22:00:00,10623.14
2023-02-20 23:00:00,10124.435
2023-02-21 00:00:00,9659.092
2023-02-21 01:00:00,9445.93
2023-02-21 02:00:00,9216.811
2023-02-21 03:00:00,9284.757
2023-02-21 04:00:00,9723.836
2023-02-21 05:00:00,10357.923
2023-02-21 06:00:00,11316.068
2023-02-21 07:00:00,11962.732
2023-02-21 08:00:00,12380.103
2023-02-21 09:00:00,12676.242
2023-02-21 10:00:00,12988.967
2023-02-21 11:00:00,13154.046
2023-02-21 12:00:00,13125.243
2023-02-21 13:00:00,13036.839
2023-02-21 14:00:00,12571.367
2023-02-21 15:00:00,12141.964
2023-02-21 16:00:00,12153.249
2023-02-21 17:00:00,12615.422
2023-02-21 18:00:00,12868.109
2023-02-21 19:00:00,12812.733
2023-02-21 20:00:00,11974.26
2023-02-21 21:00:00,11531.5205
2023-02-21 22:00:00,10801.688
2023-02-21 23:00:00,10320.519
2023-02-22 00:00:00,9651.696
2023-02-22 01:00:00,9025.476
2023-02-22 02:00:00,8827.765
2023-02-22 03:00:00,8804.138
2023-02-22 04:00:00,9236.49
2023-02-22 05:00:00,9891.05
2023-02-22 06:00:00,10679.023
2023-02-22 07:00:00,11515.748
2023-02-22 08:00:00,12077.678
2023-02-22 09:00:00,12164.422
2023-02-22 10:00:00,12304.291
2023-02-22 11:00:00,12357.118
2023-02-22 12:00:00,12306.893
2023-02-22 13:00:00,12137.559
2023-02-22 14:00:00,11889.443
2023-02-22 15:00:00,11691.38
2023-02-22 16:00:00,11683.753
2023-02-22 17:00:00,11910.3545
2023-02-22 18:00:00,12182.11
2023-02-22 19:00:00,12119.07
2023-02-22 20:00:00,11343.14
2023-02-22 21:00:00,10774.05
2023-02-22 22:00:00,10220.044
2023-02-22 23:00:00,9703.156
2023-02-23 00:00:00,9300.69
2023-02-23 01:00:00,8874.126
2023-02-23 02:00:00,8672.798
2023-02-23 03:00:00,8694.921
2023-02-23 04:00:00,9232.637
2023-02-23 05:00:00,9972.295
2023-02-23 06:00:00,10776.312
2023-02-23 07:00:00,11693.101
2023-02-23 08:00:00,12140.445
2023-02-23 09:00:00,12185.836
2023-02-23 10:00:00,12241.479
2023-02-23 11:00:00,12301.316
2023-02-23 12:00:00,12238.705
2023-02-23 13:00:00,12029.668
2023-02-23 14:00:00,11743.266
2023-02-23 15:00:00,11623.15
2023-02-23 16:00:00,11628.5625
2023-02-23 17:00:00,11784.809
2023-02-23 18:00:00,12172.181
2023-02-23 19:00:00,12046.442
2023-02-23 20:00:00,11202.3955
2023-02-23 21:00:00,10521.934
2023-02-23 22:00:00,10028.261
2023-02-23 23:00:00,9551.659
2023-02-24 00:00:00,8973.397
2023-02-24 01:00:00,8676.481
2023-02-24 02:00:00,8545.992
2023-02-24 03:00:00,8546.121
2023-02-24 04:00:00,9057.99
2023-02-24 05:00:00,9818.065
2023-02-24 06:00:00,10745.599
2023-02-24 07:00:00,11509.758
2023-02-24 08:00:00,11875.866
2023-02-24 09:00:00,11889.051
2023-02-24 10:00:00,11989.197
2023-02-24 11:00:00,12055.864
2023-02-24 12:00:00,11912.796
2023-02-24 13:00:00,11704.283
2023-02-24 14:00:00,11404.114
2023-02-24 15:00:00,11320.281
2023-02-24 16:00:00,11274.244
2023-02-24 17:00:00,11405.306
2023-02-24 18:00:00,11756.647
2023-02-24 19:00:00,11566.961
2023-02-24 20:00:00,10887.873
2023-02-24 21:00:00,10163.163
2023-02-24 22:00:00,9570.235
2023-02-24 23:00:00,9281.559
2023-02-25 00:00:00,8406.647
2023-02-25 01:00:00,8201.399
2023-02-25 02:00:00,8056.052
2023-02-25 03:00:00,8061.9316
2023-02-25 04:00:00,8209.201
2023-02-25 05:00:00,8361.786
2023-02-25 06:00:00,8760.549
2023-02-25 07:00:00,9338.748
2023-02-25 08:00:00,9966.512
2023-02-25 09:00:00,10117.496
2023-02-25 10:00:00,10352.719
2023-02-25 11:00:00,10282.047
2023-02-25 12:00:00,10117.695
2023-02-25 13:00:00,9831.575
2023-02-25 14:00:00,9648.468
2023-02-25 15:00:00,9623.188
2023-02-25 16:00:00,9667.064
2023-02-25 17:00:00,10024.426
2023-02-25 18:00:00,10491.677
2023-02-25 19:00:00,10320.255
2023-02-25 20:00:00,9827.823
2023-02-25 21:00:00,9301.047
2023-02-25 22:00:00,8885.021
2023-02-25 23:00:00,8680.265
2023-02-26 00:00:00,7839.765
2023-02-26 01:00:00,7616.4717
2023-02-26 02:00:00,7476.2036
2023-02-26 03:00:00,7531.9673
2023-02-26 04:00:00,7617.349
2023-02-26 05:00:00,8024.5474
2023-02-26 06:00:00,8242.075
2023-02-26 07:00:00,8799.906
2023-02-26 08:00:00,9310.181
2023-02-26 09:00:00,9568.924
2023-02-26 10:00:00,9698.319
2023-02-26 11:00:00,9736.454
2023-02-26 12:00:00,9600.333
2023-02-26 13:00:00,9492.723
2023-02-26 14:00:00,9290.157
2023-02-26 15:00:00,9307.47
2023-02-26 16:00:00,9381.338
2023-02-26 17:00:00,9678.857
2023-02-26 18:00:00,10092.773
2023-02-26 19:00:00,10055.68
2023-02-26 20:00:00,9679.475
2023-02-26 21:00:00,9285.218
2023-02-26 22:00:00,8979.912
2023-02-26 23:00:00,8712.894
2023-02-27 00:00:00,8283.806
2023-02-27 01:00:00,8216.775
2023-02-27 02:00:00,8250.715
2023-02-27 03:00:00,8312.659
2023-02-27 04:00:00,8944.846
2023-02-27 05:00:00,9731.989
2023-02-27 06:00:00,10805.1455
2023-02-27 07:00:00,11695.97
2023-02-27 08:00:00,12026.478
2023-02-27 09:00:00,12206.714
2023-02-27 10:00:00,12547.408
2023-02-27 11:00:00,12563.325
2023-02-27 12:00:00,12613.901
2023-02-27 13:00:00,12582.344
2023-02-27 14:00:00,12289.684
2023-02-27 15:00:00,12180.704
2023-02-27 16:00:00,12264.429
2023-02-27 17:00:00,12564.143
2023-02-27 18:00:00,12775.076
2023-02-27 19:00:00,12732.765
2023-02-27 20:00:00,11957.486
2023-02-27 21:00:00,11355.021
2023-02-27 22:00:00,10675.19
2023-02-27 23:00:00,10037.674
2023-02-28 00:00:00,9573.742
2023-02-28 01:00:00,9328.683
2023-02-28 02:00:00,9123.658
2023-02-28 03:00:00,9279.593
2023-02-28 04:00:00,9659.577
2023-02-28 05:00:00,10373.652
2023-02-28 06:00:00,11334.8125
2023-02-28 07:00:00,11928.055
2023-02-28 08:00:00,12380.103
2023-02-28 09:00:00,12604.11
2023-02-28 10:00:00,12975.948
2023-02-28 11:00:00,13130.887
2023-02-28 12:00:00,13126.807
2023-02-28 13:00:00,13016.013
2023-02-28 14:00:00,12548.283
2023-02-28 15:00:00,12157.414
2023-02-28 16:00:00,12184.155
2023-02-28 17:00:00,12615.422
2023-02-28 18:00:00,12868.109
2023-02-28 19:00:00,12815.033
2023-02-28 20:00:00,11956.141
2023-02-28 21:00:00,11537.286
2023-02-28 22:00:00,10846.357
2023-02-28 23:00:00,10273.121
2023-03-01 00:00:00,9733.536
2023-03-01 01:00:00,9024.171
2023-03-01 02:00:00,8871.36
2023-03-01 03:00:00,8947.297
2023-03-01 04:00:00,9438.747
2023-03-01 05:00:00,10120.089
2023-03-01 06:00:00,10969.151
2023-03-01 07:00:00,11745.655
2023-03-01 08:00:00,12349.056
2023-03-01 09:00:00,12446.989
2023-03-01 10:00:00,12578.734
2023-03-01 11:00:00,12597.37
2023-03-01 12:00:00,12569.8955
2023-03-01 13:00:00,12390.85
2023-03-01 14:00:00,12079.038
2023-03-01 15:00:00,11874.558
2023-03-01 16:00:00,11861.039
2023-03-01 17:00:00,12092.485
2023-03-01 18:00:00,12326.475
2023-03-01 19:00:00,12197.138
2023-03-01 20:00:00,11417.101
2023-03-01 21:00:00,10794.398
2023-03-01 22:00:00,10218.491
2023-03-01 23:00:00,9728.497
2023-03-02 00:00:00,9317.054
2023-03-02 01:00:00,8856.042
2023-03-02 02:00:00,8699.819
2023-03-02 03:00:00,8738.719
2023-03-02 04:00:00,9250.004
2023-03-02 05:00:00,10099.516
2023-03-02 06:00:00,10942.23
2023-03-02 07:00:00,11721.896
2023-03-02 08:00:00,12195.3545
2023-03-02 09:00:00,12239.279
2023-03-02 10:00:00,12315.555
2023-03-02 11:00:00,12314.76
2023-03-02 12:00:00,12270.904
2023-03-02 13:00:00,12100.701
2023-03-02 14:00:00,11876.942
2023-03-02 15:00:00,11671.757
2023-03-02 16:00:00,11665.002
2023-03-02 17:00:00,11884.959
2023-03-02 18:00:00,12151.114
2023-03-02 19:00:00,12066.061
2023-03-02 20:00:00,11181.927
2023-03-02 21:00:00,10503.354
2023-03-02 22:00:00,9967.263
2023-03-02 23:00:00,9499.299
2023-03-03 00:00:00,8939.719
2023-03-03 01:00:00,8616.764
2023-03-03 02:00:00,8511.322
2023-03-03 03:00:00,8526.747
2023-03-03 04:00:00,9110.653
2023-03-03 05:00:00,9910.047
2023-03-03 06:00:00,10865.077
2023-03-03 07:00:00,11518.889
2023-03-03 08:00:00,11857.924
2023-03-03 09:00:00,11880.0
2023-03-03 10:00:00,12006.057
2023-03-03 11:00:00,12064.388
2023-03-03 12:00:00,11948.834
2023-03-03 13:00:00,11751.969
2023-03-03 14:00:00,11445.986
2023-03-03 15:00:00,11364.605
2023-03-03 16:00:00,11359.535
2023-03-03 17:00:00,11407.081
2023-03-03 18:00:00,11717.624
2023-03-03 19:00:00,11613.821
2023-03-03 20:00:00,10881.935
2023-03-03 21:00:00,10119.749
2023-03-03 22:00:00,9508.542
2023-03-03 23:00:00,9188.369
2023-03-04 00:00:00,8378.671
2023-03-04 01:00:00,8172.733
2023-03-04 02:00:00,8044.303
2023-03-04 03:00:00,8034.4
2023-03-04 04:00:00,8223.326
2023-03-04 05:00:00,8246.582
2023-03-04 06:00:00,8788.526
2023-03-04 07:00:00,9352.408
2023-03-04 08:00:00,9973.731
2023-03-04 09:00:00,10117.406
2023-03-04 10:00:00,10314.532
2023-03-04 11:00:00,10338.176
2023-03-04 12:00:00,10076.777
2023-03-04 13:00:00,9818.137
2023-03-04 14:00:00,9660.531
2023-03-04 15:00:00,9659.26
2023-03-04 16:00:00,9670.848
2023-03-04 17:00:00,9883.344
2023-03-04 18:00:00,10403.276
2023-03-04 19:00:00,10205.695
2023-03-04 20:00:00,9733.773
2023-03-04 21:00:00,9234.517
2023-03-04 22:00:00,8773.394
2023-03-04 23:00:00,8543.179
2023-03-05 00:00:00,7720.298
2023-03-05 01:00:00,7503.1963
2023-03-05 02:00:00,7376.0625
2023-03-05 03:00:00,7439.1387
2023-03-05 04:00:00,7540.886
2023-03-05 05:00:00,7858.656
2023-03-05 06:00:00,8198.202
2023-03-05 07:00:00,8821.977
2023-03-05 08:00:00,9316.169
2023-03-05 09:00:00,9538.19
2023-03-05 10:00:00,9710.376
2023-03-05 11:00:00,9705.443
2023-03-05 12:00:00,9600.073
2023-03-05 13:00:00,9503.358
2023-03-05 14:00:00,9318.759
2023-03-05 15:00:00,9329.874
2023-03-05 16:00:00,9364.456
2023-03-05 17:00:00,9541.253
2023-03-05 18:00:00,9989.333
2023-03-05 19:00:00,9928.313
2023-03-05 20:00:00,9557.914
2023-03-05 21:00:00,9257.181
2023-03-05 22:00:00,8780.894
2023-03-05 23:00:00,8601.0625
2023-03-06 00:00:00,8198.315
2023-03-06 01:00:00,8132.0303
2023-03-06 02:00:00,8073.4473
2023-03-06 03:00:00,8235.98
2023-03-06 04:00:00,8675.483
2023-03-06 05:00:00,9776.961
2023-03-06 06:00:00,10638.093
2023-03-06 07:00:00,11668.973
2023-03-06 08:00:00,11984.352
2023-03-06 09:00:00,12179.846
2023-03-06 10:00:00,12510.075
